rental_ID,user_ID,user_role,gadget_ID,gadget_name,gadget_category,rental_date,return_date,duration_days,daily_rate,total_cost,event_type,recommended_gadget,specific_event,event_priority,event_start_date,event_end_date,days_until_event,days_since_event_start,is_event_day,brand,gadget_subcategory,day_of_week,is_weekend,week_of_season,month,season,hour_of_day,time_period,is_holiday_season,year_level,course,major,has_personal_laptop,total_previous_rentals,avg_rental_duration,preferred_category,price_tier,spec_ram,spec_storage,spec_processor,battery_life,weight_kg,display_size,calculator_type,camera_megapixels,condition,rental_status,late_fee
R00565,U0578,Staff,G034,Gadget_34,Tablet,2024-12-14 00:00:00,2024-12-15 00:00:00,1,82,82,Regular Week,Laptop,Regular Week,0,2024-12-13 00:00:00,2024-12-18 00:00:00,-1,1,TRUE,Apple,iPad,Saturday,TRUE,50,December,Dry,12,Morning,TRUE,,Engineering,Networking,FALSE,20,4.333333333,Tablet,Premium,,,,18,1.52,16.2,,,Good,Returned,0
R00566,U0462,Student,G035,Gadget_35,Projector,2024-01-10 00:00:00,2024-01-13 00:00:00,3,376,1128,Regular Week,Laptop,Regular Week,0,2024-01-07 00:00:00,2024-01-12 00:00:00,-3,3,TRUE,Epson,HD Projector,Wednesday,FALSE,2,January,Dry,15,Afternoon,FALSE,4,BSIT,Networking,FALSE,4,3,Projector,Premium,,,,14,1.75,12.8,,,Excellent,Returned,0
R00567,U0485,Student,G003,Gadget_3,Camera,2024-08-25 00:00:00,2024-08-28 00:00:00,3,355,1065,Regular Week,Laptop,Regular Week,0,2024-08-21 00:00:00,2024-08-26 00:00:00,-4,4,TRUE,Canon,DSLR,Sunday,TRUE,34,August,Rainy,16,Afternoon,FALSE,3,BSIT,Networking,TRUE,20,2.333333333,Camera,Budget,,,,12,1.99,12.7,,32,Excellent,Returned,0
R00568,U0326,Staff,G045,Gadget_45,Laptop,2024-09-05 00:00:00,2024-09-09 00:00:00,4,415,1660,Regular Week,Laptop,Regular Week,0,2024-09-02 00:00:00,2024-09-07 00:00:00,-3,3,TRUE,Dell,Ultrabook,Thursday,FALSE,36,September,Rainy,11,Morning,FALSE,,Engineering,Data Science,TRUE,28,3.333333333,Laptop,Premium,32GB,1TB,M2,16,1.62,14.6,,,Good,Returned,0
R00569,U0901,Staff,G036,Gadget_36,Calculator,2024-12-16 00:00:00,2024-12-19 00:00:00,3,391,1173,Regular Week,Laptop,Regular Week,0,2024-12-15 00:00:00,2024-12-20 00:00:00,-1,1,TRUE,Casio,Scientific,Monday,FALSE,51,December,Dry,11,Morning,TRUE,,Engineering,Networking,TRUE,17,3.333333333,Calculator,Premium,,,,10,2.03,11.2,Scientific,,Fair,Returned,0
R00570,U0287,Student,G025,Gadget_25,Laptop,2024-03-13 00:00:00,2024-03-18 00:00:00,5,222,1110,Exam Week,Scientific Calculator,Exam Week,7,2024-03-11 00:00:00,2024-03-16 00:00:00,-2,2,TRUE,Dell,Ultrabook,Wednesday,FALSE,11,March,Dry,9,Morning,FALSE,4,BSIT,Networking,TRUE,11,4,Laptop,Premium,8GB,256GB,M2,18,1.89,15.1,,,Excellent,Returned,0
R00571,U0745,Faculty,G027,Gadget_27,Laptop,2024-01-23 00:00:00,2024-01-26 00:00:00,3,132,396,Regular Week,Laptop,Regular Week,0,2024-01-19 00:00:00,2024-01-24 00:00:00,-4,4,TRUE,Dell,Ultrabook,Tuesday,FALSE,4,January,Dry,14,Afternoon,FALSE,,Engineering,Networking,FALSE,15,3.666666667,Laptop,Budget,8GB,256GB,Intel i7,6,1.61,15.4,,,Excellent,Returned,0
R00572,U0282,Faculty,G029,Gadget_29,Camera,2024-11-23 00:00:00,2024-11-29 00:00:00,6,161,966,Regular Week,Laptop,Regular Week,0,2024-11-22 00:00:00,2024-11-27 00:00:00,-1,1,TRUE,Canon,DSLR,Saturday,TRUE,47,November,Rainy,13,Afternoon,FALSE,,Engineering,Networking,FALSE,8,4.666666667,Camera,Premium,,,,17,2.39,16.4,,24,Excellent,Returned,0
R00573,U0800,Staff,G006,Gadget_6,Camera,2024-06-22 00:00:00,2024-06-24 00:00:00,2,151,302,Regular Week,Laptop,Regular Week,0,2024-06-19 00:00:00,2024-06-24 00:00:00,-3,3,TRUE,Canon,DSLR,Saturday,TRUE,25,June,Rainy,9,Morning,FALSE,,BSIS,Networking,FALSE,24,3.666666667,Camera,Premium,,,,17,1.52,16,,24,Fair,Returned,0
R00574,U0638,Student,G014,Gadget_14,Laptop,2024-05-09 00:00:00,2024-05-14 00:00:00,5,437,2185,Regular Week,Laptop,Regular Week,0,2024-05-05 00:00:00,2024-05-10 00:00:00,-4,4,TRUE,Dell,Ultrabook,Thursday,FALSE,19,May,Dry,10,Morning,FALSE,2,Engineering,Programming,TRUE,16,4.333333333,Laptop,Mid-range,16GB,1TB,M2,12,2.06,13.1,,,Fair,Returned,0
R00575,U0478,Student,G038,Gadget_38,Tablet,2024-04-03 00:00:00,2024-04-07 00:00:00,4,135,540,Regular Week,Laptop,Regular Week,0,2024-03-30 00:00:00,2024-04-04 00:00:00,-4,4,TRUE,Apple,iPad,Wednesday,FALSE,14,April,Dry,12,Morning,TRUE,2,BSIS,Networking,FALSE,28,3.666666667,Tablet,Budget,,,,17,2.39,13,,,Good,Returned,0
R00576,U0331,Faculty,G043,Gadget_43,Camera,2024-07-05 00:00:00,2024-07-11 00:00:00,6,223,1338,Regular Week,Laptop,Regular Week,0,2024-07-04 00:00:00,2024-07-09 00:00:00,-1,1,TRUE,Canon,DSLR,Friday,FALSE,27,July,Rainy,10,Morning,FALSE,,Engineering,Programming,FALSE,29,5,Camera,Mid-range,,,,16,1.18,11.8,,32,Fair,Returned,0
R00577,U0539,Student,G005,Gadget_5,Tablet,2024-11-17 00:00:00,2024-11-21 00:00:00,4,452,1808,Regular Week,Laptop,Regular Week,0,2024-11-16 00:00:00,2024-11-21 00:00:00,-1,1,TRUE,Apple,iPad,Sunday,TRUE,46,November,Rainy,15,Afternoon,FALSE,1,Engineering,Data Science,TRUE,24,4.666666667,Tablet,Mid-range,,,,5,1.11,11.1,,,Fair,Returned,0
R00578,U0264,Faculty,G030,Gadget_30,Laptop,2024-04-19 00:00:00,2024-04-21 00:00:00,2,170,340,Regular Week,Laptop,Regular Week,0,2024-04-16 00:00:00,2024-04-21 00:00:00,-3,3,TRUE,Dell,Ultrabook,Friday,FALSE,16,April,Dry,8,Morning,TRUE,,BSCS,Networking,TRUE,1,4,Laptop,Budget,32GB,256GB,M2,10,1.07,14.6,,,Excellent,Returned,0
R00579,U0282,Student,G007,Gadget_7,Calculator,2024-08-11 00:00:00,2024-08-15 00:00:00,4,473,1892,Regular Week,Laptop,Regular Week,0,2024-08-08 00:00:00,2024-08-13 00:00:00,-3,3,TRUE,Casio,Scientific,Sunday,TRUE,32,August,Rainy,13,Afternoon,FALSE,1,BSIS,Programming,TRUE,13,3.333333333,Calculator,Mid-range,,,,11,2.43,13.1,Graphing,,Excellent,Returned,0
R00580,U0586,Faculty,G017,Gadget_17,Laptop,2024-04-12 00:00:00,2024-04-17 00:00:00,5,443,2215,Regular Week,Laptop,Regular Week,0,2024-04-11 00:00:00,2024-04-16 00:00:00,-1,1,TRUE,Dell,Ultrabook,Friday,FALSE,15,April,Dry,16,Afternoon,TRUE,,Engineering,Networking,TRUE,20,3.666666667,Laptop,Budget,8GB,1TB,M2,15,1.13,14.9,,,Excellent,Returned,0
R00581,U0116,Staff,G038,Gadget_38,Tablet,2024-11-12 00:00:00,2024-11-18 00:00:00,6,135,810,Regular Week,Laptop,Regular Week,0,2024-11-08 00:00:00,2024-11-13 00:00:00,-4,4,TRUE,Apple,iPad,Tuesday,FALSE,46,November,Rainy,11,Morning,FALSE,,BSIT,Programming,FALSE,7,5,Tablet,Premium,,,,7,1.02,11.7,,,Excellent,Returned,0
R00582,U0486,Staff,G041,Gadget_41,Calculator,2024-06-16 00:00:00,2024-06-17 00:00:00,1,235,235,Regular Week,Laptop,Regular Week,0,2024-06-15 00:00:00,2024-06-20 00:00:00,-1,1,TRUE,Casio,Scientific,Sunday,TRUE,24,June,Rainy,9,Morning,FALSE,,BSIT,Networking,FALSE,22,4,Calculator,Mid-range,,,,5,2.29,16.2,Graphing,,Excellent,Returned,0
R00583,U0132,Faculty,G024,Gadget_24,Calculator,2024-04-10 00:00:00,2024-04-11 00:00:00,1,176,176,Regular Week,Laptop,Regular Week,0,2024-04-07 00:00:00,2024-04-12 00:00:00,-3,3,TRUE,Casio,Scientific,Wednesday,FALSE,15,April,Dry,8,Morning,TRUE,,BSCS,Networking,FALSE,29,2.666666667,Calculator,Premium,,,,5,1.31,13.3,Scientific,,Excellent,Returned,0
R00584,U0522,Faculty,G031,Gadget_31,Camera,2024-11-05 00:00:00,2024-11-12 00:00:00,7,69,483,Regular Week,Laptop,Regular Week,0,2024-11-04 00:00:00,2024-11-09 00:00:00,-1,1,TRUE,Canon,DSLR,Tuesday,FALSE,45,November,Rainy,16,Afternoon,FALSE,,BSCS,Networking,TRUE,10,3,Camera,Premium,,,,11,1.41,12.1,,32,Excellent,Returned,0
R00585,U0946,Faculty,G004,Gadget_4,Projector,2024-04-19 00:00:00,2024-04-25 00:00:00,6,297,1782,Regular Week,Laptop,Regular Week,0,2024-04-17 00:00:00,2024-04-22 00:00:00,-2,2,TRUE,Epson,HD Projector,Friday,FALSE,16,April,Dry,10,Morning,TRUE,,BSIT,Programming,TRUE,29,4.666666667,Projector,Mid-range,,,,18,2.14,13.9,,,Excellent,Returned,0
R00586,U0320,Staff,G046,Gadget_46,Projector,2024-02-24 00:00:00,2024-02-29 00:00:00,5,340,1700,Regular Week,Laptop,Regular Week,0,2024-02-22 00:00:00,2024-02-27 00:00:00,-2,2,TRUE,Epson,HD Projector,Saturday,TRUE,8,February,Dry,14,Afternoon,FALSE,,BSIT,Networking,FALSE,22,6,Projector,Budget,,,,14,2.33,15.2,,,Fair,Returned,0
R00587,U0382,Staff,G045,Gadget_45,Laptop,2024-06-17 00:00:00,2024-06-18 00:00:00,1,415,415,Regular Week,Laptop,Regular Week,0,2024-06-14 00:00:00,2024-06-19 00:00:00,-3,3,TRUE,Dell,Ultrabook,Monday,FALSE,25,June,Rainy,12,Morning,FALSE,,BSCS,Data Science,FALSE,1,4,Laptop,Mid-range,8GB,1TB,Intel i5,14,2.49,16.8,,,Excellent,Returned,0
R00588,U0298,Student,G015,Gadget_15,Calculator,2024-05-08 00:00:00,2024-05-12 00:00:00,4,298,1192,Regular Week,Laptop,Regular Week,0,2024-05-07 00:00:00,2024-05-12 00:00:00,-1,1,TRUE,Casio,Scientific,Wednesday,FALSE,19,May,Dry,9,Morning,FALSE,1,BSIT,Data Science,TRUE,21,3.333333333,Calculator,Budget,,,,14,2.93,13.8,Graphing,,Good,Returned,0
R00589,U0756,Staff,G050,Gadget_50,Laptop,2024-10-07 00:00:00,2024-10-13 00:00:00,6,483,2898,Exam Week,Scientific Calculator,Exam Week,7,2024-10-05 00:00:00,2024-10-10 00:00:00,-2,2,TRUE,Dell,Ultrabook,Monday,FALSE,41,October,Rainy,14,Afternoon,FALSE,,Engineering,Programming,TRUE,10,3.666666667,Laptop,Budget,32GB,1TB,Intel i7,6,2.53,13.5,,,Excellent,Returned,0
R00590,U0666,Faculty,G022,Gadget_22,Calculator,2024-08-11 00:00:00,2024-08-15 00:00:00,4,265,1060,Regular Week,Laptop,Regular Week,0,2024-08-08 00:00:00,2024-08-13 00:00:00,-3,3,TRUE,Casio,Scientific,Sunday,TRUE,32,August,Rainy,8,Morning,FALSE,,BSIS,Data Science,TRUE,13,4.666666667,Calculator,Mid-range,,,,14,1.14,15.5,Scientific,,Excellent,Returned,0
R00591,U0614,Staff,G036,Gadget_36,Calculator,2024-12-10 00:00:00,2024-12-13 00:00:00,3,391,1173,Regular Week,Laptop,Regular Week,0,2024-12-09 00:00:00,2024-12-14 00:00:00,-1,1,TRUE,Casio,Scientific,Tuesday,FALSE,50,December,Dry,9,Morning,TRUE,,BSCS,Programming,FALSE,14,4.333333333,Calculator,Mid-range,,,,19,1.62,11.5,Graphing,,Good,Returned,0
R00592,U0060,Student,G033,Gadget_33,Tablet,2024-05-31 00:00:00,2024-06-02 00:00:00,2,142,284,Regular Week,Laptop,Regular Week,0,2024-05-27 00:00:00,2024-06-01 00:00:00,-4,4,TRUE,Apple,iPad,Friday,FALSE,22,May,Dry,17,Afternoon,FALSE,2,BSCS,Networking,FALSE,20,3,Tablet,Mid-range,,,,9,2.38,11.7,,,Fair,Returned,0
R00593,U0427,Student,G022,Gadget_22,Calculator,2024-12-18 00:00:00,2024-12-22 00:00:00,4,265,1060,Regular Week,Laptop,Regular Week,0,2024-12-16 00:00:00,2024-12-21 00:00:00,-2,2,TRUE,Casio,Scientific,Wednesday,FALSE,51,December,Dry,13,Afternoon,TRUE,2,BSIT,Programming,FALSE,19,3,Calculator,Mid-range,,,,10,1.79,15.8,Scientific,,Good,Returned,0
R00594,U0784,Student,G017,Gadget_17,Laptop,2024-05-01 00:00:00,2024-05-03 00:00:00,2,443,886,Regular Week,Laptop,Regular Week,0,2024-04-29 00:00:00,2024-05-04 00:00:00,-2,2,TRUE,Dell,Ultrabook,Wednesday,FALSE,18,May,Dry,10,Morning,FALSE,4,BSCS,Data Science,FALSE,20,2.666666667,Laptop,Budget,8GB,256GB,M2,13,1.51,13.3,,,Good,Returned,0
R00595,U0405,Student,G024,Gadget_24,Calculator,2024-01-08 00:00:00,2024-01-10 00:00:00,2,176,352,Regular Week,Laptop,Regular Week,0,2024-01-04 00:00:00,2024-01-09 00:00:00,-4,4,TRUE,Casio,Scientific,Monday,FALSE,2,January,Dry,12,Morning,FALSE,3,BSIT,Data Science,TRUE,9,2.666666667,Calculator,Premium,,,,16,1.31,13.9,Graphing,,Excellent,Returned,0
R00596,U0189,Staff,G038,Gadget_38,Tablet,2024-07-07 00:00:00,2024-07-08 00:00:00,1,135,135,Regular Week,Laptop,Regular Week,0,2024-07-04 00:00:00,2024-07-09 00:00:00,-3,3,TRUE,Apple,iPad,Sunday,TRUE,27,July,Rainy,11,Morning,FALSE,,BSCS,Data Science,FALSE,17,1.666666667,Tablet,Budget,,,,19,2.39,11.5,,,Excellent,Returned,0
R00597,U0745,Staff,G025,Gadget_25,Laptop,2024-10-30 00:00:00,2024-11-06 00:00:00,7,222,1554,Exam Week,Scientific Calculator,Exam Week,7,2024-10-26 00:00:00,2024-10-31 00:00:00,-4,4,TRUE,Dell,Ultrabook,Wednesday,FALSE,44,October,Rainy,15,Afternoon,FALSE,,BSCS,Programming,FALSE,3,3.333333333,Laptop,Premium,8GB,256GB,Intel i7,7,1.68,12.2,,,Fair,Returned,0
R00598,U0355,Faculty,G020,Gadget_20,Tablet,2024-07-21 00:00:00,2024-07-28 00:00:00,7,346,2422,Regular Week,Laptop,Regular Week,0,2024-07-18 00:00:00,2024-07-23 00:00:00,-3,3,TRUE,Apple,iPad,Sunday,TRUE,29,July,Rainy,16,Afternoon,FALSE,,BSIT,Programming,FALSE,13,5,Tablet,Budget,,,,19,1.86,16.2,,,Excellent,Returned,0
R00599,U0133,Staff,G045,Gadget_45,Laptop,2024-11-04 00:00:00,2024-11-09 00:00:00,5,415,2075,Regular Week,Laptop,Regular Week,0,2024-11-02 00:00:00,2024-11-07 00:00:00,-2,2,TRUE,Dell,Ultrabook,Monday,FALSE,45,November,Rainy,12,Morning,FALSE,,Engineering,Networking,TRUE,6,6.333333333,Laptop,Budget,16GB,512GB,Intel i7,8,2.74,14.8,,,Excellent,Returned,0
R00600,U0547,Student,G034,Gadget_34,Tablet,2024-01-28 00:00:00,2024-02-01 00:00:00,4,82,328,Regular Week,Laptop,Regular Week,0,2024-01-26 00:00:00,2024-01-31 00:00:00,-2,2,TRUE,Apple,iPad,Sunday,TRUE,4,January,Dry,14,Afternoon,FALSE,2,BSCS,Data Science,FALSE,5,5.333333333,Tablet,Premium,,,,6,1.94,16.3,,,Fair,Returned,0
R00601,U0968,Student,G024,Gadget_24,Calculator,2024-04-08 00:00:00,2024-04-14 00:00:00,6,176,1056,Regular Week,Laptop,Regular Week,0,2024-04-05 00:00:00,2024-04-10 00:00:00,-3,3,TRUE,Casio,Scientific,Monday,FALSE,15,April,Dry,9,Morning,TRUE,2,BSIS,Data Science,TRUE,28,5,Calculator,Premium,,,,9,2.78,11.7,Graphing,,Good,Returned,0
R00602,U0976,Student,G019,Gadget_19,Projector,2024-10-23 00:00:00,2024-10-29 00:00:00,6,240,1440,Exam Week,Scientific Calculator,Exam Week,7,2024-10-20 00:00:00,2024-10-25 00:00:00,-3,3,TRUE,Epson,HD Projector,Wednesday,FALSE,43,October,Rainy,13,Afternoon,FALSE,1,BSIS,Data Science,FALSE,5,5.333333333,Projector,Budget,,,,6,2.22,14.8,,,Fair,Returned,0
R00603,U0666,Faculty,G044,Gadget_44,Calculator,2024-03-02 00:00:00,2024-03-03 00:00:00,1,112,112,Exam Week,Scientific Calculator,Exam Week,7,2024-02-29 00:00:00,2024-03-05 00:00:00,-2,2,TRUE,Casio,Scientific,Saturday,TRUE,9,March,Dry,9,Morning,FALSE,,BSIS,Programming,TRUE,11,4.333333333,Calculator,Mid-range,,,,9,2.7,15.4,Graphing,,Excellent,Returned,0
R00604,U0755,Faculty,G017,Gadget_17,Laptop,2024-05-29 00:00:00,2024-06-01 00:00:00,3,443,1329,Regular Week,Laptop,Regular Week,0,2024-05-28 00:00:00,2024-06-02 00:00:00,-1,1,TRUE,Dell,Ultrabook,Wednesday,FALSE,22,May,Dry,8,Morning,FALSE,,Engineering,Programming,TRUE,4,3.333333333,Laptop,Budget,16GB,512GB,Intel i7,16,2.63,11.4,,,Good,Returned,0
R00605,U0655,Staff,G021,Gadget_21,Laptop,2024-01-17 00:00:00,2024-01-23 00:00:00,6,312,1872,Regular Week,Laptop,Regular Week,0,2024-01-15 00:00:00,2024-01-20 00:00:00,-2,2,TRUE,Dell,Ultrabook,Wednesday,FALSE,3,January,Dry,8,Morning,FALSE,,BSCS,Programming,FALSE,29,3.333333333,Laptop,Mid-range,32GB,1TB,Intel i7,19,2.47,16.4,,,Fair,Returned,0
R00606,U0111,Faculty,G016,Gadget_16,Tablet,2024-05-17 00:00:00,2024-05-22 00:00:00,5,148,740,Regular Week,Laptop,Regular Week,0,2024-05-16 00:00:00,2024-05-21 00:00:00,-1,1,TRUE,Apple,iPad,Friday,FALSE,20,May,Dry,16,Afternoon,FALSE,,BSIT,Data Science,TRUE,12,4.666666667,Tablet,Budget,,,,12,2.32,16.6,,,Excellent,Returned,0
R00607,U0887,Faculty,G001,Gadget_1,Laptop,2024-01-30 00:00:00,2024-01-31 00:00:00,1,332,332,Regular Week,Laptop,Regular Week,0,2024-01-27 00:00:00,2024-02-01 00:00:00,-3,3,TRUE,Dell,Ultrabook,Tuesday,FALSE,5,January,Dry,17,Afternoon,FALSE,,BSCS,Networking,FALSE,3,4,Laptop,Mid-range,32GB,256GB,Intel i5,7,1.42,12.5,,,Good,Returned,0
R00608,U0404,Student,G018,Gadget_18,Calculator,2024-03-29 00:00:00,2024-03-30 00:00:00,1,445,445,Exam Week,Scientific Calculator,Exam Week,7,2024-03-26 00:00:00,2024-03-31 00:00:00,-3,3,TRUE,Casio,Scientific,Friday,FALSE,13,March,Dry,10,Morning,FALSE,3,Engineering,Programming,TRUE,27,2.333333333,Calculator,Budget,,,,7,1.27,16.2,Scientific,,Excellent,Returned,0
R00609,U0883,Staff,G018,Gadget_18,Calculator,2024-03-25 00:00:00,2024-04-01 00:00:00,7,445,3115,Exam Week,Scientific Calculator,Exam Week,7,2024-03-23 00:00:00,2024-03-28 00:00:00,-2,2,TRUE,Casio,Scientific,Monday,FALSE,13,March,Dry,11,Morning,FALSE,,BSCS,Networking,FALSE,10,3,Calculator,Budget,,,,12,2.2,16.4,Graphing,,Good,Returned,0
R00610,U0362,Staff,G007,Gadget_7,Calculator,2024-06-08 00:00:00,2024-06-13 00:00:00,5,473,2365,Regular Week,Laptop,Regular Week,0,2024-06-06 00:00:00,2024-06-11 00:00:00,-2,2,TRUE,Casio,Scientific,Saturday,TRUE,23,June,Rainy,8,Morning,FALSE,,Engineering,Data Science,TRUE,4,4.333333333,Calculator,Premium,,,,13,1.89,16.4,Graphing,,Fair,Returned,0
R00611,U0760,Student,G025,Gadget_25,Laptop,2024-07-25 00:00:00,2024-08-01 00:00:00,7,222,1554,Regular Week,Laptop,Regular Week,0,2024-07-21 00:00:00,2024-07-26 00:00:00,-4,4,TRUE,Dell,Ultrabook,Thursday,FALSE,30,July,Rainy,12,Morning,FALSE,1,BSIS,Data Science,TRUE,25,6.333333333,Laptop,Premium,16GB,256GB,M2,16,2.16,11.3,,,Good,Returned,0
R00612,U0405,Faculty,G012,Gadget_12,Tablet,2024-07-26 00:00:00,2024-07-27 00:00:00,1,61,61,Regular Week,Laptop,Regular Week,0,2024-07-24 00:00:00,2024-07-29 00:00:00,-2,2,TRUE,Apple,iPad,Friday,FALSE,30,July,Rainy,17,Afternoon,FALSE,,Engineering,Data Science,TRUE,24,4.333333333,Tablet,Premium,,,,10,2.48,13,,,Fair,Returned,0
R00613,U0797,Student,G044,Gadget_44,Calculator,2024-04-25 00:00:00,2024-05-01 00:00:00,6,112,672,Regular Week,Laptop,Regular Week,0,2024-04-21 00:00:00,2024-04-26 00:00:00,-4,4,TRUE,Casio,Scientific,Thursday,FALSE,17,April,Dry,17,Afternoon,TRUE,3,Engineering,Programming,FALSE,3,4.666666667,Calculator,Mid-range,,,,15,2.05,12.1,Scientific,,Good,Returned,0
R00614,U0983,Student,G032,Gadget_32,Camera,2024-10-04 00:00:00,2024-10-10 00:00:00,6,200,1200,Exam Week,Scientific Calculator,Exam Week,7,2024-09-30 00:00:00,2024-10-05 00:00:00,-4,4,TRUE,Canon,DSLR,Friday,FALSE,40,October,Rainy,12,Morning,FALSE,3,BSCS,Networking,TRUE,15,4.333333333,Camera,Budget,,,,10,2.14,11.3,,24,Excellent,Returned,0
R00615,U0789,Faculty,G014,Gadget_14,Laptop,2024-06-15 00:00:00,2024-06-20 00:00:00,5,437,2185,Regular Week,Laptop,Regular Week,0,2024-06-13 00:00:00,2024-06-18 00:00:00,-2,2,TRUE,Dell,Ultrabook,Saturday,TRUE,24,June,Rainy,13,Afternoon,FALSE,,BSIT,Networking,TRUE,19,5.666666667,Laptop,Budget,8GB,256GB,M2,19,2.17,16.5,,,Fair,Returned,0
R00616,U0478,Faculty,G035,Gadget_35,Projector,2024-01-14 00:00:00,2024-01-21 00:00:00,7,376,2632,Regular Week,Laptop,Regular Week,0,2024-01-11 00:00:00,2024-01-16 00:00:00,-3,3,TRUE,Epson,HD Projector,Sunday,TRUE,2,January,Dry,15,Afternoon,FALSE,,BSIS,Networking,FALSE,15,6,Projector,Budget,,,,15,2.01,15.8,,,Good,Returned,0
R00617,U0783,Staff,G043,Gadget_43,Camera,2024-09-16 00:00:00,2024-09-17 00:00:00,1,223,223,Regular Week,Laptop,Regular Week,0,2024-09-14 00:00:00,2024-09-19 00:00:00,-2,2,TRUE,Canon,DSLR,Monday,FALSE,38,September,Rainy,16,Afternoon,FALSE,,BSCS,Programming,FALSE,25,4.333333333,Camera,Budget,,,,14,1.24,16.8,,48,Good,Returned,0
R00618,U0220,Staff,G030,Gadget_30,Laptop,2024-05-30 00:00:00,2024-06-01 00:00:00,2,170,340,Regular Week,Laptop,Regular Week,0,2024-05-26 00:00:00,2024-05-31 00:00:00,-4,4,TRUE,Dell,Ultrabook,Thursday,FALSE,22,May,Dry,16,Afternoon,FALSE,,BSIS,Programming,FALSE,23,3.333333333,Laptop,Budget,8GB,256GB,Intel i7,18,2.44,14.6,,,Fair,Returned,0
R00619,U0610,Faculty,G043,Gadget_43,Camera,2024-09-16 00:00:00,2024-09-20 00:00:00,4,223,892,Regular Week,Laptop,Regular Week,0,2024-09-13 00:00:00,2024-09-18 00:00:00,-3,3,TRUE,Canon,DSLR,Monday,FALSE,38,September,Rainy,14,Afternoon,FALSE,,BSCS,Programming,FALSE,23,2.333333333,Camera,Mid-range,,,,17,2.78,15.8,,24,Fair,Returned,0
R00620,U0679,Student,G007,Gadget_7,Calculator,2024-12-11 00:00:00,2024-12-16 00:00:00,5,473,2365,Regular Week,Laptop,Regular Week,0,2024-12-09 00:00:00,2024-12-14 00:00:00,-2,2,TRUE,Casio,Scientific,Wednesday,FALSE,50,December,Dry,9,Morning,TRUE,2,Engineering,Data Science,TRUE,6,3.666666667,Calculator,Budget,,,,6,1.52,13.4,Graphing,,Good,Returned,0
R00621,U0185,Staff,G010,Gadget_10,Camera,2024-09-03 00:00:00,2024-09-06 00:00:00,3,463,1389,Regular Week,Laptop,Regular Week,0,2024-08-30 00:00:00,2024-09-04 00:00:00,-4,4,TRUE,Canon,DSLR,Tuesday,FALSE,36,September,Rainy,10,Morning,FALSE,,BSIS,Programming,FALSE,5,4,Camera,Mid-range,,,,19,1.06,15,,32,Excellent,Returned,0
R00622,U0371,Student,G047,Gadget_47,Calculator,2024-11-17 00:00:00,2024-11-21 00:00:00,4,110,440,Regular Week,Laptop,Regular Week,0,2024-11-15 00:00:00,2024-11-20 00:00:00,-2,2,TRUE,Casio,Scientific,Sunday,TRUE,46,November,Rainy,12,Morning,FALSE,4,BSIT,Data Science,TRUE,7,4,Calculator,Mid-range,,,,17,1.09,11.8,Basic,,Excellent,Returned,0
R00623,U0050,Faculty,G044,Gadget_44,Calculator,2024-12-19 00:00:00,2024-12-26 00:00:00,7,112,784,Regular Week,Laptop,Regular Week,0,2024-12-17 00:00:00,2024-12-22 00:00:00,-2,2,TRUE,Casio,Scientific,Thursday,FALSE,51,December,Dry,9,Morning,TRUE,,BSIS,Data Science,FALSE,29,4.666666667,Calculator,Budget,,,,8,1.88,12.7,Graphing,,Fair,Returned,0
R00624,U0416,Faculty,G036,Gadget_36,Calculator,2024-02-10 00:00:00,2024-02-16 00:00:00,6,391,2346,Regular Week,Laptop,Regular Week,0,2024-02-08 00:00:00,2024-02-13 00:00:00,-2,2,TRUE,Casio,Scientific,Saturday,TRUE,6,February,Dry,15,Afternoon,FALSE,,Engineering,Networking,FALSE,15,5.666666667,Calculator,Budget,,,,7,1.13,13.3,Graphing,,Excellent,Returned,0
R00625,U0375,Student,G042,Gadget_42,Laptop,2024-02-05 00:00:00,2024-02-10 00:00:00,5,219,1095,Regular Week,Laptop,Regular Week,0,2024-02-04 00:00:00,2024-02-09 00:00:00,-1,1,TRUE,Dell,Ultrabook,Monday,FALSE,6,February,Dry,12,Morning,FALSE,4,BSCS,Networking,TRUE,13,6,Laptop,Budget,16GB,1TB,M2,7,1.32,11.5,,,Good,Returned,0
R00626,U0056,Student,G018,Gadget_18,Calculator,2024-05-01 00:00:00,2024-05-03 00:00:00,2,445,890,Regular Week,Laptop,Regular Week,0,2024-04-29 00:00:00,2024-05-04 00:00:00,-2,2,TRUE,Casio,Scientific,Wednesday,FALSE,18,May,Dry,9,Morning,FALSE,3,BSIS,Programming,FALSE,15,4.333333333,Calculator,Budget,,,,10,1.86,12.1,Scientific,,Good,Returned,0
R00627,U0315,Staff,G039,Gadget_39,Camera,2024-05-13 00:00:00,2024-05-19 00:00:00,6,170,1020,Regular Week,Laptop,Regular Week,0,2024-05-11 00:00:00,2024-05-16 00:00:00,-2,2,TRUE,Canon,DSLR,Monday,FALSE,20,May,Dry,9,Morning,FALSE,,BSIT,Programming,FALSE,26,4.333333333,Camera,Mid-range,,,,12,1.99,12.7,,32,Excellent,Returned,0
